Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","004","Afghanistan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","31.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","004","Afghanistan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","8.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","004","Afghanistan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","9.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","-2.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","31","E","Estimated value",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","3.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1667","E","Estimated value",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2122","E","Estimated value",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.39","E","Estimated value",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.82","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","135","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","14516.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","7.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","5.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","9.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","30.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","26.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","34","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","008","Albania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","0.11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","8.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","13.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1909","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2487","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.29","E","Estimated value",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","2.64","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","152","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","11039.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","5.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","6.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","4.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","19.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","21.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","17","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","2.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","1.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","8.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","3.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","2.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","012","Algeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","-0.88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","45","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","8.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","0.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","11.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","0.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1784","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2290","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.65","E","Estimated value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","016","American Samoa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","1.05","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.02","E","Estimated value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","020","Andorra","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","1.63","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.02","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","114","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","5908.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","21.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","31.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","29.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","32.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","78.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","75.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","81.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","10.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","2.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","3.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","27.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","7.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","024","Angola","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","-0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","43.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","2.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","3.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1674","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2127","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.36","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","19124.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","7.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","7.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","6.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","33","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","29","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","37","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","0.96","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1904","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2464","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.24","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","4.18","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","137","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","21527.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","3.2","E","Estimated value",""
