Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","208","Denmark","5110","Area","6616","Land area actually irrigated","2021","2021","1000 ha","227","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","236","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6694","Cropland area actually irrigated","2021","2021","1000 ha","236","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6657","Perm. meadows & pastures area actually irrig.","2021","2021","1000 ha","0","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6695","Forestry area actually irrigated","2021","2021","1000 ha","0","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","308","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","269","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","264","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","230","I","Imputed value"
"RL","Land Use","208","Denmark","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2021","2021","1000 ha","44","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6682","Perm. meadows & pastures area certified organic","2021","2021","1000 ha","39","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6664","Cropland area under conventional tillage","2021","2021","1000 ha","1809","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6665","Cropland area under conservation tillage","2021","2021","1000 ha","500","A","Official figure"
"RL","Land Use","208","Denmark","5110","Area","6666","Cropland area under zero or no tillage","2021","2021","1000 ha","75","A","Official figure"
"RL","Land Use","262","Djibouti","5110","Area","6600","Country area","2021","2021","1000 ha","2320","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6601","Land area","2021","2021","1000 ha","2318","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6602","Agriculture","2021","2021","1000 ha","1703.9","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6610","Agricultural land","2021","2021","1000 ha","1703.9","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6620","Cropland","2021","2021","1000 ha","3.9","I","Imputed value"
"RL","Land Use","262","Djibouti","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.0035","E","Estimated value"
"RL","Land Use","262","Djibouti","5110","Area","6621","Arable land","2021","2021","1000 ha","3","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6630","Temporary crops","2021","2021","1000 ha","2.3361","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0.3283","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","0.3356","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6650","Permanent crops","2021","2021","1000 ha","0.9","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","1700","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6646","Forest land","2021","2021","1000 ha","5.8733","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","5.6","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6716","Planted Forest","2021","2021","1000 ha","0.2733","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6670","Other land","2021","2021","1000 ha","608.2267","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6680","Inland waters","2021","2021","1000 ha","2","I","Imputed value"
"RL","Land Use","262","Djibouti","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","1","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6600","Country area","2021","2021","1000 ha","75","A","Official figure"
"RL","Land Use","212","Dominica","5110","Area","6601","Land area","2021","2021","1000 ha","75","A","Official figure"
"RL","Land Use","212","Dominica","5110","Area","6602","Agriculture","2021","2021","1000 ha","25","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6610","Agricultural land","2021","2021","1000 ha","25","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6620","Cropland","2021","2021","1000 ha","23","I","Imputed value"
"RL","Land Use","212","Dominica","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.3176","E","Estimated value"
"RL","Land Use","212","Dominica","5110","Area","6621","Arable land","2021","2021","1000 ha","6","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6630","Temporary crops","2021","2021","1000 ha","4.6723","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0.6566","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","0.6711","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6650","Permanent crops","2021","2021","1000 ha","17","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","2","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6646","Forest land","2021","2021","1000 ha","47.87","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","47.06","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6716","Planted Forest","2021","2021","1000 ha","0.81","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6670","Other land","2021","2021","1000 ha","2.13","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","0.2","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","2.9072","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","2.9072","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","2.9072","I","Imputed value"
"RL","Land Use","212","Dominica","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","2.9072","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6600","Country area","2021","2021","1000 ha","14683.931","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6601","Land area","2021","2021","1000 ha","4753.1","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6602","Agriculture","2021","2021","1000 ha","2429","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6610","Agricultural land","2021","2021","1000 ha","2429","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6620","Cropland","2021","2021","1000 ha","1232","I","Imputed value"
"RL","Land Use","214","Dominican Republic","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1108","E","Estimated value"
"RL","Land Use","214","Dominican Republic","5110","Area","6621","Arable land","2021","2021","1000 ha","877","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6630","Temporary crops","2021","2021","1000 ha","682.9303","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","95.9721","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","98.0976","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6650","Permanent crops","2021","2021","1000 ha","355","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","1197","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6646","Forest land","2021","2021","1000 ha","2152.19","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","1954.21","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6716","Planted Forest","2021","2021","1000 ha","197.98","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6670","Other land","2021","2021","1000 ha","171.91","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6680","Inland waters","2021","2021","1000 ha","66.731","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6773","Coastal waters","2021","2021","1000 ha","9864.1","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","307.7","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","117.3118","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","103.5128","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","117.3118","I","Imputed value"
"RL","Land Use","214","Dominican Republic","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","103.5128","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6600","Country area","2021","2021","1000 ha","25637","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6601","Land area","2021","2021","1000 ha","24836","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6602","Agriculture","2021","2021","1000 ha","5470","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6610","Agricultural land","2021","2021","1000 ha","5470","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6620","Cropland","2021","2021","1000 ha","2448","A","Official figure"
"RL","Land Use","218","Ecuador","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1375","E","Estimated value"
"RL","Land Use","218","Ecuador","5110","Area","6621","Arable land","2021","2021","1000 ha","1024","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6630","Temporary crops","2021","2021","1000 ha","842","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","182","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6650","Permanent crops","2021","2021","1000 ha","1423","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","3023","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6656","Perm. meadows & pastures - Cultivated","2021","2021","1000 ha","2377","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","646","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6646","Forest land","2021","2021","1000 ha","12433.56","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","12325.7233","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6716","Planted Forest","2021","2021","1000 ha","107.8367","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6670","Other land","2021","2021","1000 ha","6932.44","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6680","Inland waters","2021","2021","1000 ha","801","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","1710","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6616","Land area actually irrigated","2021","2021","1000 ha","1032","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","1032","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6694","Cropland area actually irrigated","2021","2021","1000 ha","810","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6657","Perm. meadows & pastures area actually irrig.","2021","2021","1000 ha","222","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","52.1846","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","41.8633","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","52.1846","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","41.8633","I","Imputed value"
"RL","Land Use","218","Ecuador","5110","Area","6664","Cropland area under conventional tillage","2021","2021","1000 ha","730","A","Official figure"
"RL","Land Use","218","Ecuador","5110","Area","6666","Cropland area under zero or no tillage","2021","2021","1000 ha","92","A","Official figure"
"RL","Land Use","818","Egypt","5110","Area","6600","Country area","2021","2021","1000 ha","100145","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6601","Land area","2021","2021","1000 ha","99545","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6602","Agriculture","2021","2021","1000 ha","4031","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6610","Agricultural land","2021","2021","1000 ha","4031","A","Official figure"
"RL","Land Use","818","Egypt","5110","Area","6620","Cropland","2021","2021","1000 ha","4031","I","Imputed value"
"RL","Land Use","818","Egypt","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.0369","E","Estimated value"
"RL","Land Use","818","Egypt","5110","Area","6621","Arable land","2021","2021","1000 ha","3077","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6630","Temporary crops","2021","2021","1000 ha","2396.0963","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","503.1663","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","177.7374","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6650","Permanent crops","2021","2021","1000 ha","954","A","Official figure"
"RL","Land Use","818","Egypt","5110","Area","6646","Forest land","2021","2021","1000 ha","44.98","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6716","Planted Forest","2021","2021","1000 ha","44.98","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6670","Other land","2021","2021","1000 ha","95469.02","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6680","Inland waters","2021","2021","1000 ha","600","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","3987","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","116","I","Imputed value"
"RL","Land Use","818","Egypt","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","116","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6600","Country area","2021","2021","1000 ha","2104","A","Official figure"
"RL","Land Use","222","El Salvador","5110","Area","6601","Land area","2021","2021","1000 ha","2072","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6602","Agriculture","2021","2021","1000 ha","1195.7","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6610","Agricultural land","2021","2021","1000 ha","1195.7","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6620","Cropland","2021","2021","1000 ha","881","I","Imputed value"
"RL","Land Use","222","El Salvador","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1395","E","Estimated value"
"RL","Land Use","222","El Salvador","5110","Area","6621","Arable land","2021","2021","1000 ha","721","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6630","Temporary crops","2021","2021","1000 ha","423.7","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","267.6","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","29.7","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6650","Permanent crops","2021","2021","1000 ha","160","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","314.7","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6656","Perm. meadows & pastures - Cultivated","2021","2021","1000 ha","47.1","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","267.6","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6646","Forest land","2021","2021","1000 ha","579.38","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","561.5167","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6716","Planted Forest","2021","2021","1000 ha","17.8633","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6670","Other land","2021","2021","1000 ha","296.92","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6680","Inland waters","2021","2021","1000 ha","32","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","45.6","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6616","Land area actually irrigated","2021","2021","1000 ha","24.037","A","Official figure"
"RL","Land Use","222","El Salvador","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","24.037","A","Official figure"
"RL","Land Use","222","El Salvador","5110","Area","6694","Cropland area actually irrigated","2021","2021","1000 ha","18.1861","A","Official figure"
"RL","Land Use","222","El Salvador","5110","Area","6657","Perm. meadows & pastures area actually irrig.","2021","2021","1000 ha","5.851","A","Official figure"
"RL","Land Use","222","El Salvador","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","2.5645","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","2.4641","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","2.5645","I","Imputed value"
"RL","Land Use","222","El Salvador","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","2.4641","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6600","Country area","2021","2021","1000 ha","2805","A","Official figure"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6601","Land area","2021","2021","1000 ha","2805","A","Official figure"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6602","Agriculture","2021","2021","1000 ha","104.92","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6610","Agricultural land","2021","2021","1000 ha","104.92","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6620","Cropland","2021","2021","1000 ha","100","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.0612","E","Estimated value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6621","Arable land","2021","2021","1000 ha","53","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6630","Temporary crops","2021","2021","1000 ha","41.2717","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","5.7999","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","5.9284","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6650","Permanent crops","2021","2021","1000 ha","47","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","4.92","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6646","Forest land","2021","2021","1000 ha","2440.06","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","2315.0767","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6716","Planted Forest","2021","2021","1000 ha","125","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6670","Other land","2021","2021","1000 ha","260.02","I","Imputed value"
"RL","Land Use","226","Equatorial Guinea","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","1.49","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6600","Country area","2021","2021","1000 ha","12163.0327","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6601","Land area","2021","2021","1000 ha","12104.0829","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6602","Agriculture","2021","2021","1000 ha","7592","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6610","Agricultural land","2021","2021","1000 ha","7592","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6620","Cropland","2021","2021","1000 ha","692","I","Imputed value"
"RL","Land Use","232","Eritrea","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1911","E","Estimated value"
"RL","Land Use","232","Eritrea","5110","Area","6621","Arable land","2021","2021","1000 ha","690","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6630","Temporary crops","2021","2021","1000 ha","537.3112","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","75.5083","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","77.1805","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6650","Permanent crops","2021","2021","1000 ha","2","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","6900","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6646","Forest land","2021","2021","1000 ha","1052.1","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","1007.3667","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6716","Planted Forest","2021","2021","1000 ha","44.7333","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6670","Other land","2021","2021","1000 ha","3459.9829","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6680","Inland waters","2021","2021","1000 ha","58.9498","I","Imputed value"
"RL","Land Use","232","Eritrea","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","21","I","Imputed value"
"RL","Land Use","233","Estonia","5110","Area","6600","Country area","2021","2021","1000 ha","4534","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6601","Land area","2021","2021","1000 ha","4275","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6602","Agriculture","2021","2021","1000 ha","987","I","Imputed value"
"RL","Land Use","233","Estonia","5110","Area","6610","Agricultural land","2021","2021","1000 ha","987","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6620","Cropland","2021","2021","1000 ha","705","A","Official figure"
"RL","Land Use","233","Estonia","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.5306","E","Estimated value"
"RL","Land Use","233","Estonia","5110","Area","6621","Arable land","2021","2021","1000 ha","700","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6630","Temporary crops","2021","2021","1000 ha","512","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","178","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","10","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6650","Permanent crops","2021","2021","1000 ha","5","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","282","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6646","Forest land","2021","2021","1000 ha","2438.4","I","Imputed value"
"RL","Land Use","233","Estonia","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","2222.66","I","Imputed value"
"RL","Land Use","233","Estonia","5110","Area","6716","Planted Forest","2021","2021","1000 ha","215.74","I","Imputed value"
"RL","Land Use","233","Estonia","5110","Area","6670","Other land","2021","2021","1000 ha","849.6","I","Imputed value"
"RL","Land Use","233","Estonia","5110","Area","6680","Inland waters","2021","2021","1000 ha","259","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","1.737","I","Imputed value"
"RL","Land Use","233","Estonia","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","226.6","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","209.5","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","133.3","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","122.2","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2021","2021","1000 ha","93.3","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6682","Perm. meadows & pastures area certified organic","2021","2021","1000 ha","87.3","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6774","Cropland area under protective cover","2021","2021","1000 ha","0.107","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6762","Land used for aquaculture","2021","2021","1000 ha","0.0217","A","Official figure"
"RL","Land Use","233","Estonia","5110","Area","6767","Inland waters used for aquac. or holding facilities","2021","2021","1000 ha","0.1873","A","Official figure"
"RL","Land Use","748","Eswatini","5110","Area","6600","Country area","2021","2021","1000 ha","1736","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6601","Land area","2021","2021","1000 ha","1720","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6602","Agriculture","2021","2021","1000 ha","1195","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6610","Agricultural land","2021","2021","1000 ha","1195","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6620","Cropland","2021","2021","1000 ha","195","I","Imputed value"
"RL","Land Use","748","Eswatini","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1636","E","Estimated value"
"RL","Land Use","748","Eswatini","5110","Area","6621","Arable land","2021","2021","1000 ha","177","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6630","Temporary crops","2021","2021","1000 ha","171","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","2.9671","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","3.0329","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6650","Permanent crops","2021","2021","1000 ha","18","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","1000","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6646","Forest land","2021","2021","1000 ha","498.77","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","398.9","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6716","Planted Forest","2021","2021","1000 ha","99.87","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6670","Other land","2021","2021","1000 ha","26.23","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6680","Inland waters","2021","2021","1000 ha","16","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","50","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","3.5395","I","Imputed value"
"RL","Land Use","748","Eswatini","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","3.5395","I","Imputed value"
